Session History: Foxtel sequential codes
1,8:05:12.2,RAW,9,,,0,17/11/2015,1;0;1000;0|2;1000;1460;1|3;2460;472;0|4;2932;744;1|5;3676;280;0|6;3956;328;1|7;4284;476;0|8;4760;296;1|9;5056;476;0|10;5532;1608;1|11;7140;496;0|12;7636;276;1|13;7912;320;0|14;8232;284;1|15;8516;500;0|16;9016;1164;1|17;10180;500;0|18;10680;272;1|19;10952;324;0|20;11276;284;1|21;11560;88978;0|22;100538;1412;1|23;101950;496;0|24;102446;720;1|25;103166;320;0|26;103486;288;1|27;103774;500;0|28;104274;272;1|29;104546;500;0|30;105046;1604;1|31;106650;500;0|32;107150;272;1|33;107422;324;0|34;107746;284;1|35;108030;500;0|36;108530;1136;1|37;109666;524;0|38;110190;248;1|39;110438;360;0|40;110798;252;1|41;111050;46984;0|42;158034;1408;1|43;159442;500;0|44;159942;716;1|45;160658;324;0|46;160982;284;1|47;161266;500;0|48;161766;272;1|49;162038;504;0|50;162542;688;1|51;163230;88;0|52;163318;356;1|53;163674;528;0|54;164202;248;1|55;164450;524;0|56;164974;248;1|57;165222;356;0|58;165578;252;1|59;165830;524;0|60;166354;248;1|61;166602;88;0|62;166690;356;1|63;167046;88;0|64;167134;356;1|65;167490;524;0|66;168014;248;1|67;168262;360;0|68;168622;248;1|,,38045
1,8:05:04.7,RAW,8,,,0,17/11/2015,1;0;1000;0|2;1000;1464;1|3;2464;472;0|4;2936;744;1|5;3680;276;0|6;3956;328;1|7;4284;476;0|8;4760;276;1|9;5036;496;0|10;5532;1608;1|11;7140;500;0|12;7640;272;1|13;7912;320;0|14;8232;288;1|15;8520;500;0|16;9020;1160;1|17;10180;500;0|18;10680;716;1|19;11396;88978;0|20;100374;1412;1|21;101786;500;0|22;102286;716;1|23;103002;320;0|24;103322;288;1|25;103610;500;0|26;104110;272;1|27;104382;500;0|28;104882;1604;1|29;106486;500;0|30;106986;272;1|31;107258;324;0|32;107582;284;1|33;107866;500;0|34;108366;272;1|35;108638;48;0|36;108686;376;1|37;109062;84;0|38;109146;356;1|39;109502;528;0|40;110030;248;1|41;110278;84;0|42;110362;360;1|43;110722;46988;0|44;157710;1404;1|45;159114;500;0|46;159614;716;1|47;160330;324;0|48;160654;284;1|49;160938;504;0|50;161442;268;1|51;161710;504;0|52;162214;692;1|53;162906;88;0|54;162994;356;1|55;163350;524;0|56;163874;248;1|57;164122;524;0|58;164646;248;1|59;164894;360;0|60;165254;248;1|61;165502;528;0|62;166030;248;1|63;166278;84;0|64;166362;360;1|65;166722;84;0|66;166806;356;1|67;167162;528;0|68;167690;248;1|69;167938;88;0|70;168026;356;1|,,38045
1,8:04:57.5,RAW,7,,,0,17/11/2015,1;0;1000;0|2;1000;1464;1|3;2464;468;0|4;2932;744;1|5;3676;280;0|6;3956;328;1|7;4284;476;0|8;4760;280;1|9;5040;492;0|10;5532;1608;1|11;7140;496;0|12;7636;276;1|13;7912;320;0|14;8232;284;1|15;8516;504;0|16;9020;1160;1|17;10180;320;0|18;10500;284;1|19;10784;668;0|20;11452;272;1|21;11724;88978;0|22;100702;1412;1|23;102114;500;0|24;102614;716;1|25;103330;324;0|26;103654;284;1|27;103938;500;0|28;104438;272;1|29;104710;504;0|30;105214;1600;1|31;106814;500;0|32;107314;272;1|33;107586;324;0|34;107910;284;1|35;108194;504;0|36;108698;1140;1|37;109838;352;0|38;110190;252;1|39;110442;688;0|40;111130;248;1|41;111378;74786;0|42;186164;1408;1|43;187572;500;0|44;188072;716;1|45;188788;324;0|46;189112;284;1|47;189396;500;0|48;189896;276;1|49;190172;500;0|50;190672;1160;1|51;191832;500;0|52;192332;272;1|53;192604;500;0|54;193104;272;1|55;193376;324;0|56;193700;280;1|57;193980;504;0|58;194484;692;1|59;195176;88;0|60;195264;356;1|61;195620;356;0|62;195976;256;1|63;196232;688;0|64;196920;248;1|,,38045
1,8:04:48.5,RAW,6,,,0,17/11/2015,1;0;1000;0|2;1000;1484;1|3;2484;448;0|4;2932;748;1|5;3680;276;0|6;3956;332;1|7;4288;472;0|8;4760;300;1|9;5060;472;0|10;5532;1608;1|11;7140;496;0|12;7636;276;1|13;7912;320;0|14;8232;288;1|15;8520;500;0|16;9020;1160;1|17;10180;320;0|18;10500;288;1|19;10788;500;0|20;11288;272;1|21;11560;88978;0|22;100538;1412;1|23;101950;496;0|24;102446;720;1|25;103166;320;0|26;103486;288;1|27;103774;500;0|28;104274;272;1|29;104546;500;0|30;105046;1604;1|31;106650;500;0|32;107150;272;1|33;107422;324;0|34;107746;284;1|35;108030;500;0|36;108530;1140;1|37;109670;352;0|38;110022;252;1|39;110274;524;0|40;110798;248;1|41;111046;69274;0|42;180320;1412;1|43;181732;500;0|44;182232;716;1|45;182948;320;0|46;183268;288;1|47;183556;500;0|48;184056;272;1|49;184328;500;0|50;184828;1160;1|51;185988;500;0|52;186488;272;1|53;186760;500;0|54;187260;272;1|55;187532;324;0|56;187856;264;1|57;188120;524;0|58;188644;248;1|59;188892;84;0|60;188976;360;1|61;189336;84;0|62;189420;360;1|63;189780;356;0|64;190136;252;1|65;190388;524;0|66;190912;248;1|,,38045
1,8:04:42.1,RAW,5,,,0,17/11/2015,1;0;1000;0|2;1000;1488;1|3;2488;448;0|4;2936;744;1|5;3680;276;0|6;3956;332;1|7;4288;472;0|8;4760;300;1|9;5060;476;0|10;5536;1604;1|11;7140;500;0|12;7640;272;1|13;7912;320;0|14;8232;288;1|15;8520;500;0|16;9020;1160;1|17;10180;324;0|18;10504;284;1|19;10788;324;0|20;11112;284;1|21;11396;88978;0|22;100374;1412;1|23;101786;496;0|24;102282;720;1|25;103002;320;0|26;103322;288;1|27;103610;500;0|28;104110;272;1|29;104382;500;0|30;104882;1604;1|31;106486;500;0|32;106986;272;1|33;107258;324;0|34;107582;284;1|35;107866;500;0|36;108366;1156;1|37;109522;332;0|38;109854;256;1|39;110110;360;0|40;110470;252;1|41;110722;74782;0|42;185504;1408;1|43;186912;500;0|44;187412;716;1|45;188128;324;0|46;188452;284;1|47;188736;500;0|48;189236;276;1|49;189512;500;0|50;190012;1160;1|51;191172;500;0|52;191672;272;1|53;191944;508;0|54;192452;268;1|55;192720;316;0|56;193036;288;1|57;193324;500;0|58;193824;704;1|59;194528;68;0|60;194596;364;1|61;194960;360;0|62;195320;248;1|63;195568;360;0|64;195928;252;1|,,38045
1,8:04:35.4,RAW,4,,,0,17/11/2015,1;0;1000;0|2;1000;1460;1|3;2460;472;0|4;2932;744;1|5;3676;276;0|6;3952;332;1|7;4284;476;0|8;4760;272;1|9;5032;500;0|10;5532;1604;1|11;7136;500;0|12;7636;272;1|13;7908;320;0|14;8228;288;1|15;8516;500;0|16;9016;1160;1|17;10176;324;0|18;10500;728;1|19;11228;89998;0|20;101226;1412;1|21;102638;496;0|22;103134;720;1|23;103854;320;0|24;104174;284;1|25;104458;500;0|26;104958;276;1|27;105234;500;0|28;105734;1604;1|29;107338;500;0|30;107838;272;1|31;108110;320;0|32;108430;284;1|33;108714;504;0|34;109218;1148;1|35;110366;344;0|36;110710;252;1|37;110962;84;0|38;111046;360;1|39;111406;64732;0|40;176138;1412;1|41;177550;496;0|42;178046;720;1|43;178766;320;0|44;179086;284;1|45;179370;500;0|46;179870;276;1|47;180146;500;0|48;180646;1156;1|49;181802;504;0|50;182306;272;1|51;182578;500;0|52;183078;268;1|53;183346;328;0|54;183674;260;1|55;183934;524;0|56;184458;252;1|57;184710;84;0|58;184794;360;1|59;185154;84;0|60;185238;356;1|61;185594;360;0|62;185954;248;1|63;186202;88;0|64;186290;356;1|,,38045
1,8:04:27.3,RAW,3,,,0,17/11/2015,1;0;1000;0|2;1000;1488;1|3;2488;448;0|4;2936;744;1|5;3680;276;0|6;3956;332;1|7;4288;472;0|8;4760;300;1|9;5060;476;0|10;5536;1604;1|11;7140;500;0|12;7640;272;1|13;7912;320;0|14;8232;288;1|15;8520;500;0|16;9020;1604;1|17;10624;664;0|18;11288;272;1|19;11560;88982;0|20;100542;1412;1|21;101954;496;0|22;102450;720;1|23;103170;320;0|24;103490;288;1|25;103778;500;0|26;104278;272;1|27;104550;500;0|28;105050;1604;1|29;106654;500;0|30;107154;272;1|31;107426;324;0|32;107750;284;1|33;108034;500;0|34;108534;1152;1|35;109686;60;0|36;109746;368;1|37;110114;692;0|38;110806;248;1|39;111054;85966;0|40;197020;1412;1|41;198432;496;0|42;198928;720;1|43;199648;320;0|44;199968;288;1|45;200256;500;0|46;200756;272;1|47;201028;500;0|48;201528;1160;1|49;202688;500;0|50;203188;272;1|51;203460;500;0|52;203960;272;1|53;204232;324;0|54;204556;284;1|55;204840;504;0|56;205344;692;1|57;206036;84;0|58;206120;360;1|59;206480;84;0|60;206564;356;1|61;206920;692;0|62;207612;248;1|,,38045
1,8:04:18.5,RAW,2,,,0,17/11/2015,1;0;1000;0|2;1000;1460;1|3;2460;472;0|4;2932;744;1|5;3676;276;0|6;3952;332;1|7;4284;472;0|8;4756;276;1|9;5032;500;0|10;5532;1604;1|11;7136;500;0|12;7636;272;1|13;7908;320;0|14;8228;288;1|15;8516;500;0|16;9016;1604;1|17;10620;500;0|18;11120;272;1|19;11392;88982;0|20;100374;1408;1|21;101782;500;0|22;102282;716;1|23;102998;320;0|24;103318;288;1|25;103606;500;0|26;104106;272;1|27;104378;500;0|28;104878;1604;1|29;106482;500;0|30;106982;272;1|31;107254;324;0|32;107578;284;1|33;107862;504;0|34;108366;1136;1|35;109502;84;0|36;109586;360;1|37;109946;520;0|38;110466;252;1|39;110718;63664;0|40;174382;1412;1|41;175794;500;0|42;176294;716;1|43;177010;320;0|44;177330;288;1|45;177618;500;0|46;178118;272;1|47;178390;500;0|48;178890;1160;1|49;180050;500;0|50;180550;272;1|51;180822;500;0|52;181322;268;1|53;181590;332;0|54;181922;260;1|55;182182;524;0|56;182706;248;1|57;182954;84;0|58;183038;360;1|59;183398;84;0|60;183482;360;1|61;183842;84;0|62;183926;360;1|63;184286;524;0|64;184810;248;1|,,38045
1,8:04:10.1,RAW,1,,,0,17/11/2015,1;0;1000;0|2;1000;1484;1|3;2484;448;0|4;2932;744;1|5;3676;280;0|6;3956;328;1|7;4284;476;0|8;4760;296;1|9;5056;476;0|10;5532;1604;1|11;7136;500;0|12;7636;276;1|13;7912;320;0|14;8232;284;1|15;8516;500;0|16;9016;1604;1|17;10620;324;0|18;10944;284;1|19;11228;89998;0|20;101226;1412;1|21;102638;496;0|22;103134;720;1|23;103854;320;0|24;104174;288;1|25;104462;500;0|26;104962;272;1|27;105234;500;0|28;105734;1604;1|29;107338;500;0|30;107838;272;1|31;108110;324;0|32;108434;280;1|33;108714;504;0|34;109218;692;1|35;109910;88;0|36;109998;356;1|37;110354;88;0|38;110442;356;1|39;110798;356;0|40;111154;252;1|41;111406;90022;0|42;201428;1412;1|43;202840;496;0|44;203336;720;1|45;204056;320;0|46;204376;288;1|47;204664;496;0|48;205160;276;1|49;205436;500;0|50;205936;1600;1|51;207536;504;0|52;208040;268;1|53;208308;328;0|54;208636;260;1|55;208896;524;0|56;209420;248;1|57;209668;88;0|58;209756;356;1|59;210112;84;0|60;210196;360;1|61;210556;84;0|62;210640;360;1|63;211000;356;0|64;211356;252;1|65;211608;91810;0|66;303418;1408;1|67;304826;500;0|68;305326;716;1|69;306042;324;0|70;306366;284;1|71;306650;500;0|72;307150;272;1|73;307422;500;0|74;307922;1160;1|75;309082;504;0|76;309586;268;1|77;309854;504;0|78;310358;272;1|79;310630;324;0|80;310954;260;1|81;311214;524;0|82;311738;248;1|83;311986;88;0|84;312074;356;1|85;312430;88;0|86;312518;356;1|87;312874;88;0|88;312962;356;1|89;313318;356;0|90;313674;252;1|,,38045
1,8:03:59.6,RAW,0,,,0,17/11/2015,1;0;1000;0|2;1000;1460;1|3;2460;472;0|4;2932;744;1|5;3676;280;0|6;3956;328;1|7;4284;476;0|8;4760;296;1|9;5056;476;0|10;5532;1604;1|11;7136;500;0|12;7636;272;1|13;7908;320;0|14;8228;288;1|15;8516;500;0|16;9016;2048;1|17;11064;89994;0|18;101058;1412;1|19;102470;496;0|20;102966;720;1|21;103686;320;0|22;104006;288;1|23;104294;500;0|24;104794;272;1|25;105066;500;0|26;105566;1604;1|27;107170;500;0|28;107670;272;1|29;107942;324;0|30;108266;284;1|31;108550;500;0|32;109050;1136;1|33;110186;88;0|34;110274;356;1|35;110630;88;0|36;110718;356;1|37;111074;59124;0|38;170198;1408;1|39;171606;500;0|40;172106;716;1|41;172822;324;0|42;173146;284;1|43;173430;500;0|44;173930;272;1|45;174202;500;0|46;174702;1160;1|47;175862;500;0|48;176362;272;1|49;176634;504;0|50;177138;260;1|51;177398;340;0|52;177738;256;1|53;177994;524;0|54;178518;248;1|55;178766;88;0|56;178854;356;1|57;179210;88;0|58;179298;356;1|59;179654;84;0|60;179738;360;1|61;180098;84;0|62;180182;360;1|,,38045
